sequence,cell_id,task_id,pair_id,pair_variant,source_pool_view_id,tool_pool_size,pool_repeat,method,selected_tool_id,transport_accepted,exactly_one_tool_call,arguments_json_valid,arguments_exact,primary_endpoint_hit,family_hit,alternative_hit,scientific_hit,primary_end_to_end,scientific_end_to_end,finish_reason,tool_call_count,provider_error,error_type,reasoning_content_observed,api_latency_ms,model_run_repeat,repeat_unit_id
238,A002-A003-TOP5-R3-E3-MP-H2SO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-H2SO4-MOLAR-MASS,PAIR-A002-A003-H2SO4,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,937.1956,R3,A002-A003-TOP5-R1-E3-MP-H2SO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2
239,A002-A003-TOP5-R3-E3-MP-H2SO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-H2SO4-MOLAR-MASS,PAIR-A002-A003-H2SO4,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1084.0762,R3,A002-A003-TOP5-R1-E3-MP-H2SO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2
240,A002-A003-TOP5-R3-E3-MP-H2SO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-H2SO4-MOLAR-MASS,PAIR-A002-A003-H2SO4,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,793.7219,R3,A002-A003-TOP5-R1-E3-MP-H2SO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2
241,A002-A003-TOP5-R3-E3-MP-CACO3-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CACO3-ELEMENTS,PAIR-A002-A003-CACO3,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1049.2395,R3,A002-A003-TOP5-R1-E3-MP-CACO3-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2
242,A002-A003-TOP5-R3-E3-MP-CACO3-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CACO3-ELEMENTS,PAIR-A002-A003-CACO3,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,671.8767,R3,A002-A003-TOP5-R1-E3-MP-CACO3-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2
243,A002-A003-TOP5-R3-E3-MP-CACO3-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CACO3-ELEMENTS,PAIR-A002-A003-CACO3,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,989.6328,R3,A002-A003-TOP5-R1-E3-MP-CACO3-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2
244,A002-A003-TOP5-R3-E3-MP-CACO3-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CACO3-ELEMENTS,PAIR-A002-A003-CACO3,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,832.1279,R3,A002-A003-TOP5-R1-E3-MP-CACO3-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2
245,A002-A003-TOP5-R3-E3-MP-CACO3-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CACO3-ELEMENTS,PAIR-A002-A003-CACO3,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1197.1522,R3,A002-A003-TOP5-R1-E3-MP-CACO3-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2
246,A002-A003-TOP5-R3-E3-MP-CACO3-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CACO3-ELEMENTS,PAIR-A002-A003-CACO3,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,915.4803,R3,A002-A003-TOP5-R1-E3-MP-CACO3-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2
247,A002-A003-TOP5-R3-E3-MP-CACO3-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CACO3-ELEMENTS,PAIR-A002-A003-CACO3,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,708.0929,R3,A002-A003-TOP5-R1-E3-MP-CACO3-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2
248,A002-A003-TOP5-R3-E3-MP-CACO3-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CACO3-ELEMENTS,PAIR-A002-A003-CACO3,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1194.4917,R3,A002-A003-TOP5-R1-E3-MP-CACO3-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2
249,A002-A003-TOP5-R3-E3-MP-CACO3-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CACO3-ELEMENTS,PAIR-A002-A003-CACO3,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,941.6763,R3,A002-A003-TOP5-R1-E3-MP-CACO3-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2
250,A002-A003-TOP5-R3-E3-MP-CACO3-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CACO3-ELEMENTS,PAIR-A002-A003-CACO3,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,861.7525,R3,A002-A003-TOP5-R1-E3-MP-CACO3-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2
251,A002-A003-TOP5-R3-E3-MP-CACO3-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CACO3-ELEMENTS,PAIR-A002-A003-CACO3,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1121.8153,R3,A002-A003-TOP5-R1-E3-MP-CACO3-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2
252,A002-A003-TOP5-R3-E3-MP-CACO3-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CACO3-ELEMENTS,PAIR-A002-A003-CACO3,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,887.254,R3,A002-A003-TOP5-R1-E3-MP-CACO3-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2
253,A002-A003-TOP5-R3-E3-MP-CACO3-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CACO3-MOLAR-MASS,PAIR-A002-A003-CACO3,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,783.8487,R3,A002-A003-TOP5-R1-E3-MP-CACO3-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2
254,A002-A003-TOP5-R3-E3-MP-CACO3-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CACO3-MOLAR-MASS,PAIR-A002-A003-CACO3,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,735.9124,R3,A002-A003-TOP5-R1-E3-MP-CACO3-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2
255,A002-A003-TOP5-R3-E3-MP-CACO3-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CACO3-MOLAR-MASS,PAIR-A002-A003-CACO3,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,886.7227,R3,A002-A003-TOP5-R1-E3-MP-CACO3-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2
256,A002-A003-TOP5-R3-E3-MP-CACO3-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CACO3-MOLAR-MASS,PAIR-A002-A003-CACO3,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,919.5309,R3,A002-A003-TOP5-R1-E3-MP-CACO3-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2
257,A002-A003-TOP5-R3-E3-MP-CACO3-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CACO3-MOLAR-MASS,PAIR-A002-A003-CACO3,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,747.9642,R3,A002-A003-TOP5-R1-E3-MP-CACO3-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2
258,A002-A003-TOP5-R3-E3-MP-CACO3-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CACO3-MOLAR-MASS,PAIR-A002-A003-CACO3,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,874.2521,R3,A002-A003-TOP5-R1-E3-MP-CACO3-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2
259,A002-A003-TOP5-R3-E3-MP-CACO3-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CACO3-MOLAR-MASS,PAIR-A002-A003-CACO3,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1071.1348,R3,A002-A003-TOP5-R1-E3-MP-CACO3-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2
260,A002-A003-TOP5-R3-E3-MP-CACO3-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CACO3-MOLAR-MASS,PAIR-A002-A003-CACO3,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1182.919,R3,A002-A003-TOP5-R1-E3-MP-CACO3-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2
261,A002-A003-TOP5-R3-E3-MP-CACO3-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CACO3-MOLAR-MASS,PAIR-A002-A003-CACO3,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,751.2744,R3,A002-A003-TOP5-R1-E3-MP-CACO3-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2
262,A002-A003-TOP5-R3-E3-MP-CACO3-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CACO3-MOLAR-MASS,PAIR-A002-A003-CACO3,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,762.5509,R3,A002-A003-TOP5-R1-E3-MP-CACO3-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2
263,A002-A003-TOP5-R3-E3-MP-CACO3-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CACO3-MOLAR-MASS,PAIR-A002-A003-CACO3,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,865.1106,R3,A002-A003-TOP5-R1-E3-MP-CACO3-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2
264,A002-A003-TOP5-R3-E3-MP-CACO3-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CACO3-MOLAR-MASS,PAIR-A002-A003-CACO3,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,838.6234,R3,A002-A003-TOP5-R1-E3-MP-CACO3-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2
265,A002-A003-TOP5-R3-E3-MP-CUSO4-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,894.1411,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2
266,A002-A003-TOP5-R3-E3-MP-CUSO4-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1076.3547,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2
267,A002-A003-TOP5-R3-E3-MP-CUSO4-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,730.9967,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2
268,A002-A003-TOP5-R3-E3-MP-CUSO4-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,938.3105,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2
269,A002-A003-TOP5-R3-E3-MP-CUSO4-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,935.4418,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2
270,A002-A003-TOP5-R3-E3-MP-CUSO4-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-17-B-LEXICAL8-V1,17,B,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,770.026,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2
271,A002-A003-TOP5-R3-E3-MP-CUSO4-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1054.8297,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2
272,A002-A003-TOP5-R3-E3-MP-CUSO4-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,815.1048,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2
273,A002-A003-TOP5-R3-E3-MP-CUSO4-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-120-A-LEXICAL8-V1,120,A,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1183.8644,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2
274,A002-A003-TOP5-R3-E3-MP-CUSO4-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1086.5532,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2
275,A002-A003-TOP5-R3-E3-MP-CUSO4-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,dense_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,982.8693,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2
276,A002-A003-TOP5-R3-E3-MP-CUSO4-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CUSO4-ELEMENTS,PAIR-A002-A003-CUSO4,element_stoichiometry,A002-A003-120-B-LEXICAL8-V1,120,B,hierarchical,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,800.4201,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-ELEMENTS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2
277,A002-A003-TOP5-R3-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,840.2325,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2
278,A002-A003-TOP5-R3-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,913.875,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-DENSE_TOP5-V2
279,A002-A003-TOP5-R3-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-17-A-LEXICAL8-V1,17,A,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,853.3749,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-A-LEXICAL8-V1-HIERARCHICAL-V2
280,A002-A003-TOP5-R3-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,973.4701,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-LEXICAL_TOP5-V2
281,A002-A003-TOP5-R3-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,892.7845,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-DENSE_TOP5-V2
282,A002-A003-TOP5-R3-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-17-B-LEXICAL8-V1,17,B,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1067.282,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-17-B-LEXICAL8-V1-HIERARCHICAL-V2
283,A002-A003-TOP5-R3-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1088.0876,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-LEXICAL_TOP5-V2
284,A002-A003-TOP5-R3-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1011.4565,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-DENSE_TOP5-V2
285,A002-A003-TOP5-R3-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-120-A-LEXICAL8-V1,120,A,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,963.0219,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-A-LEXICAL8-V1-HIERARCHICAL-V2
286,A002-A003-TOP5-R3-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,lexical_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,694.8639,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-LEXICAL_TOP5-V2
287,A002-A003-TOP5-R3-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,dense_top5,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1150.8842,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-DENSE_TOP5-V2
288,A002-A003-TOP5-R3-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2,E3-MP-CUSO4-MOLAR-MASS,PAIR-A002-A003-CUSO4,molar_mass,A002-A003-120-B-LEXICAL8-V1,120,B,hierarchical,A003,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,1005.114,R3,A002-A003-TOP5-R1-E3-MP-CUSO4-MOLAR-MASS-A002-A003-120-B-LEXICAL8-V1-HIERARCHICAL-V2
289,A002-A003-TOP5-R3-E3-MP-NH4_2SO4-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2,E3-MP-NH4_2SO4-ELEMENTS,PAIR-A002-A003-NH4_2SO4,element_stoichiometry,A002-A003-17-A-LEXICAL8-V1,17,A,lexical_top5,A002,True,True,True,True,True,True,False,True,True,True,tool_calls,1,,none,False,804.3215,R3,A002-A003-TOP5-R1-E3-MP-NH4_2SO4-ELEMENTS-A002-A003-17-A-LEXICAL8-V1-LEXICAL_TOP5-V2
